X,Area,Year,Date,Type,Sub.Area,Address,AddressArea,coordinates,latitude,longitude,BuildingType,LandArea,Pricepsf,Price,BuiltUp,State,CityArea.km2.,City.Town.Village,school.normalised,Population,CPI,Pop.Density,dis_Klcenter_km,time_Klcenter_min,dis_airport_km,time_airport_min,min_dist_hospital_2km,min_dist_school_2km,dist_conv_store_2km,dist_train_10km,dist_min_police_2km,dist_bus_500m,no_hospital_2km,no_train_station_10km,no_conv_store_2km,no_manufacturing_1km,no_manufacturing_500,no_police_2km,no_bus_station_500m,no_school_1km
1821,RAWANG,2015,9/10/15,Industrial,KUNDANG INDUSTRIAL PARK,JALAN KPK 1/7,"JALAN KPK 1/7, RAWANG",2.8934222+101.7978853,2.8934222,101.7978853,TERRACE FACTORY,2605,217,566100,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,43.22,40.08,47.35,42.83,7167.08,33.15,5000,1773.17,NA,NA,NA,4,NA,0,9,NA,NA,
1822,RAWANG,2015,1/6/15,Residential,JELUTONG,JALAN SH 1/2JELUTONG APARTMENT,"JALAN SH 1/2JELUTONG APARTMENT, RAWANG",3.078189+101.6022854,3.078189,101.6022854,APARTMENT,0,221,165000,746,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,21.23,25.73,58.69,52.7,5784.33,6000,654.49,12000,930.04,NA,NA,NA,20,0,0,NA,NA,
1823,RAWANG,2015,12/10/15,Residential,KAMPONG MELAYU BATU 16 RAWANG,JALAN SENTOSA,"JALAN SENTOSA, RAWANG",2.9859326+101.8099902,2.9859326,101.8099902,BUNGALOW,5909,58,340000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,31.38,37.25,51.13,59.13,3096.86,3883.05,64.28,12000,NA,NA,NA,NA,20,0,0,NA,NA,
1825,RAWANG,2015,5/27/2015,Residential,KAMPONG KUANG, P/L 2813,"P/L 2813, RAWANG",2.9815965+101.8110047,2.9815965,101.8110047,BUNGALOW,6071,99,600000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,29.29,39.77,50.59,58.5,612.58,6000,5000,12000,NA,NA,6,NA,NA,0,0,NA,NA,
1831,RAWANG,2015,3/25/2015,Industrial,KUNDANG INDUSTRIAL PARK,JALAN KPK 1/7,"JALAN KPK 1/7, RAWANG",2.8934222+101.7978853,2.8934222,101.7978853,TERRACE FACTORY,2605,217,566000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,43.22,40.08,47.35,42.83,7167.08,33.15,5000,1773.17,NA,NA,NA,4,NA,0,9,NA,NA,
1833,RAWANG,2015,2/6/15,Industrial,GREATYEAR CAPITAL INDUSTRIAL PARK,JALAN 5,"JALAN 5, RAWANG",3.2258265+101.7213785,3.2258265,101.7213785,TERRACE FACTORY,2000,150,300000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,21.53,20.48,84.42,74.33,6849.72,6000,5000,12000,NA,NA,NA,NA,NA,0,0,4,NA,5
1841,RAWANG,2015,7/14/2015,Industrial,RAWANG GREATWAY INDUSTRIAL PARK, JALAN BJ 5,"JALAN BJ 5, RAWANG",2.945883+101.8299061,2.945883,101.8299061,TERRACE FACTORY,2196,319,700000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,41.08,45.12,55.51,54.65,1342.72,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
1843,RAWANG,2015,11/4/15,Industrial,GREATYEAR CAPITAL INDUSTRIAL PARK, JALAN 3,"JALAN 3, RAWANG",3.0080474+101.8098713,3.0080474,101.8098713,TERRACE FACTORY,2000,90,180000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,31.06,34.98,53.37,58.73,5834.63,140.4,5000,12000,NA,NA,NA,NA,NA,0,1,NA,NA,18
1844,RAWANG,2015,3/23/2015,Commercial,RAWANG COMMERCIAL CENTRE(THE REEF),JALAN REEF 1/3,"JALAN REEF 1/3, RAWANG",3.099357+101.591357,3.099357,101.591357,SHOP UNIT,969,813,788000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,17.11,20.6,61.45,53.95,5986.88,2346.06,15.37,1685.41,NA,NA,NA,20,20,0,0,NA,NA,20
1845,RAWANG,2015,3/10/15,Industrial,GREATYEAR CAPITAL INDUSTRIAL PARK,JALAN,"JALAN, RAWANG",3.0060931+101.7640064,3.0060931,101.7640064,TERRACE FACTORY,2750,91,250000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,25.51,34.72,57.54,56.55,877.48,2848.63,724.46,3958.26,NA,NA,1,4,4,0,0,NA,NA,
1851,RAWANG,2015,10/27/2015,Residential,KAMPONG MELAYU BATU 16 RAWANG,JALAN SENTOSA 1,"JALAN SENTOSA 1, RAWANG",3.0664741+101.5945352,3.0664741,101.5945352,BUNGALOW,5027,73,365000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,21,24.9,59.42,49.87,3359.95,2500.65,5000,12000,NA,NA,NA,NA,NA,0,20,NA,NA,20
1855,RAWANG,2015,4/23/2015,Industrial,TAMAN VELOX RAWANG, JALAN VELOX 2,"JALAN VELOX 2, RAWANG",2.9637223+101.3934533,2.9637223,101.3934533,TERRACE FACTORY,2002,257,515000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,49.66,47.82,77.99,65.75,6802.74,480.01,5000,4012.09,NA,NA,NA,5,NA,20,0,NA,NA,2
1856,RAWANG,2015,11/12/15,Residential,TEMPLER IMPIAN,PERSIARAN BUKIT TAKUN 1,"PERSIARAN BUKIT TAKUN 1, RAWANG",3.0547423+101.6056417,3.0547423,101.6056417,CONDOMINIUM,0,286,230000,803,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,24.55,31.12,56.31,53.33,12000,6000,91.13,12000,NA,184.24,NA,NA,20,0,0,1,2,13
1863,RAWANG,2015,11/6/15,Industrial,RAWANG GREATWAY INDUSTRIAL PARK,JALAN BJ7,"JALAN BJ7, RAWANG",2.997592+101.8050561,2.997592,101.8050561,TERRACE FACTORY,2497,220,550000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,30.03,33.85,53.26,62.73,361.93,2547.9,124.84,12000,1917.39,NA,NA,NA,20,0,12,3,NA,20
1865,RAWANG,2015,11/6/15,Industrial,RAWANG GREATWAY INDUSTRIAL PARK,JALAN BJ7,"JALAN BJ7, RAWANG",2.997592+101.8050561,2.997592,101.8050561,TERRACE FACTORY,2497,220,550000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,30.03,33.85,53.26,62.73,361.93,2547.9,124.84,12000,1917.39,NA,NA,NA,20,0,12,3,NA,20
1866,RAWANG,2015,2/5/15,Industrial,SMS PERDANA INDUSTRIAL PARK,JALAN SMS 3,"JALAN SMS 3, RAWANG",3.0496372+101.5677527,3.0496372,101.5677527,SEMI-D FACTORY,8224,268,2200000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,26.2,30.1,53.61,51,1342.72,6000,5000,12000,1838.35,NA,1,NA,NA,0,0,NA,NA,19
1872,RAWANG,2015,7/14/2015,Industrial,RAWANG GREATWAY INDUSTRIAL PARK, JALAN BJ 5,"JALAN BJ 5, RAWANG",2.945883+101.8299061,2.945883,101.8299061,TERRACE FACTORY,2196,319,700000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,41.08,45.12,55.51,54.65,1342.72,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
1873,RAWANG,2015,12/17/2015,Industrial,TAMAN VELOX RAWANG,JALAN VELOX 1,"JALAN VELOX 1, RAWANG",3.2893306+101.5208366,3.2893306,101.5208366,TERRACE FACTORY,1604,62,100000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,34.54,31.92,91.02,73.97,12000,2219.3,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
1878,RAWANG,2015,10/15/2015,Industrial,RAWANG GREATWAY INDUSTRIAL PARK,  JALAN BJ 2,"JALAN BJ 2, RAWANG",3.3526031+101.6340349,3.3526031,101.6340349,TERRACE FACTORY,3057,491,1500000,NA,Selengor,162,Town,0.000431287,94326.54,114.35,582.2625926,41.32,52.62,110.79,94.85,12000,2786.43,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
1882,RAWANG,2016,4/4/16,Residential,KAMPONG KUANG,LORONG CIKU,"LORONG CIKU, RAWANG",3.2710277+101.6527192,3.2710277,101.6527192,BUNGALOW,5737,89,510000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,19.65,20.57,91.19,74.43,12000,498.73,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
1884,RAWANG,2016,4/8/16,Residential,JELUTONG,JALAN SH 1/2JELUTONG APARTMENT,"JALAN SH 1/2JELUTONG APARTMENT, RAWANG",3.078189+101.6022854,3.078189,101.6022854,APARTMENT,0,242,180000,743,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,21.23,25.73,58.69,52.7,5784.33,6000,654.49,12000,930.04,NA,NA,NA,20,0,0,NA,NA,
1887,RAWANG,2016,11/29/2016,Residential,KAMPONG MELAYU BATU 16 RAWANG,JALAN AMAN,"JALAN AMAN, RAWANG",3.0071655+101.7560772,3.0071655,101.7560772,BUNGALOW,4736,60,285000,811,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,26.74,31.63,58.98,60.23,1433,6000,913.07,4721.53,NA,NA,1,4,6,0,4,NA,NA,3
1889,RAWANG,2016,2/18/2016,Residential,TAMAN PINGGIRAN PELANGI,JALAN TPP 2/1,"JALAN TPP 2/1, RAWANG",3.0755869+101.6333373,3.0755869,101.6333373,SEMI-D,2248,153,345000,851,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,17.09,21.43,64.45,57.42,12000,6000,5000,12000,384.77,NA,NA,NA,NA,0,0,NA,NA,
1890,RAWANG,2016,12/5/16,Residential,T-PARKLAND,PERSIARAN BUKIT TAKUN 2,"PERSIARAN BUKIT TAKUN 2, RAWANG",3.123154+101.614268,3.123154,101.614268,CONDOMINIUM,0,364,450000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,13.17,17.07,69.24,59.37,640.52,6000,517.91,12000,1163.12,280.6,13,NA,20,0,20,NA,2,
1896,RAWANG,2016,11/25/2016,Residential,T-PARKLAND,PERSIARAN BUKIT TAKUN 2,"PERSIARAN BUKIT TAKUN 2, RAWANG",3.123154+101.614268,3.123154,101.614268,CONDOMINIUM,0,412,499000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,13.17,17.07,69.24,59.37,640.52,6000,517.91,12000,1163.12,280.6,13,NA,20,0,20,NA,2,
1909,RAWANG,2016,3/16/2016,Residential,TAMAN PINGGIRAN PELANGI,JALAN TPP 2/1,"JALAN TPP 2/1, RAWANG",3.0755869+101.6333373,3.0755869,101.6333373,SEMI-D,2337,155,363000,907,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,17.09,21.43,64.45,57.42,12000,6000,5000,12000,384.77,NA,NA,NA,NA,0,0,NA,NA,
1910,RAWANG,2016,2/16/2016,Residential,TAMAN BUKIT RAWANG PUTRA,JALAN BRP 10,"JALAN BRP 10, RAWANG",2.9646963+101.3910907,2.9646963,101.3910907,TOWN HOUSE,1200,217,260000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,50.24,49.15,78.56,67.08,1047.31,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,2
1925,RAWANG,2016,9/9/16,Residential,KAMPONG MELAYU BATU 16 RAWANG,JALAN DAMAI,"JALAN DAMAI, RAWANG",2.983566+101.782929,2.983566,101.782929,BUNGALOW,14972,22,335000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,30.5,32.7,54.34,52.63,12000,173.76,5000,12000,1249.45,NA,NA,NA,NA,0,0,3,NA,
1926,RAWANG,2016,11/15/2016,Residential,T-PARKLAND,PERSIARAN BUKIT TAKUN 2,"PERSIARAN BUKIT TAKUN 2, RAWANG",3.123154+101.614268,3.123154,101.614268,CONDOMINIUM,0,380,470000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,13.17,17.07,69.24,59.37,640.52,6000,517.91,12000,1163.12,280.6,13,NA,20,0,20,NA,2,
1943,RAWANG,2016,12/9/16,Industrial,TAMAN VELOX RAWANG, JALAN VELOX 2,"JALAN VELOX 2, RAWANG",2.9637223+101.3934533,2.9637223,101.3934533,TERRACE FACTORY,2002,266,532000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,49.66,47.82,77.99,65.75,6802.74,480.01,5000,4012.09,NA,NA,NA,5,NA,20,0,NA,NA,2
1946,RAWANG,2016,12/5/16,Residential,PUTERI HEIGHTS,JALAN PUTERI HEIGHTS 14,"JALAN PUTERI HEIGHTS 14, RAWANG",3.027042+101.5680521,3.027042,101.5680521,TERRACE HOUSE,1399,266,400000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,31.12,34.73,52.3,47.72,1381.41,1350.71,90.77,12000,1793.24,124.81,5,NA,18,0,0,1,5,
1948,RAWANG,2016,3/9/16,Industrial,GREATYEAR CAPITAL INDUSTRIAL PARK,JALAN 3,"JALAN 3, RAWANG",3.0080474+101.8098713,3.0080474,101.8098713,TERRACE FACTORY,2000,100,200000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,31.06,34.98,53.37,58.73,5834.63,140.4,5000,12000,NA,NA,NA,NA,NA,0,1,NA,NA,18
1959,RAWANG,2016,3/28/2016,Industrial,RAWANG GREATWAY INDUSTRIAL PARK,JALAN BJ 5,"JALAN BJ 5, RAWANG",2.945883+101.8299061,2.945883,101.8299061,TERRACE FACTORY,2196,346,760000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,41.08,45.12,55.51,54.65,1342.72,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
1960,RAWANG,2016,5/16/2016,Industrial,TAMAN VELOX RAWANG,JALAN VELOX 2,"JALAN VELOX 2, RAWANG",2.9637223+101.3934533,2.9637223,101.3934533,TERRACE FACTORY,2002,257,515000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,49.66,47.82,77.99,65.75,6802.74,480.01,5000,4012.09,NA,NA,NA,5,NA,20,0,NA,NA,2
1970,RAWANG,2016,11/3/16,Residential,T-PARKLAND,PERSIARAN BUKIT TAKUN 2,"PERSIARAN BUKIT TAKUN 2, RAWANG",3.123154+101.614268,3.123154,101.614268,CONDOMINIUM,0,380,470000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,13.17,17.07,69.24,59.37,640.52,6000,517.91,12000,1163.12,280.6,13,NA,20,0,20,NA,2,
1974,RAWANG,2016,10/10/16,Residential,DESA PUTERI,PERSIARAN DESA PUTERI 6,"PERSIARAN DESA PUTERI 6, RAWANG",3.3985633+101.540215,3.3985633,101.540215,TERRACE HOUSE,1571,256,325000,NA,Selengor,162,Town,0.000431287,96165.55,116.18,593.6145062,50.43,38.82,106.91,80.85,6175.04,564.37,5000,12000,1587.37,NA,NA,NA,NA,0,0,NA,NA,
1988,RAWANG,2017,5/15/2017,Residential,TAMAN GARING UTAMA,JALAN GU 3/4,"JALAN GU 3/4, RAWANG",3.4205131+101.6255173,3.4205131,101.6255173,SEMI-D,1733,115,200000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,42.51,49.75,113.63,93.77,12000,125.31,5000,12000,NA,NA,1,NA,NA,0,0,NA,NA,3
2000,RAWANG,2017,4/19/2017,Residential,T-PARKLAND,PERSIARAN BUKIT TAKUN 2,"PERSIARAN BUKIT TAKUN 2, RAWANG",3.123154+101.614268,3.123154,101.614268,CONDOMINIUM,0,372,450000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,13.17,17.07,69.24,59.37,640.52,6000,517.91,12000,1163.12,280.6,13,NA,20,0,20,NA,2,
2007,RAWANG,2017,1/12/17,Residential,KAMPONG MELAYU BATU 16 RAWANG, JALAN AMAN,"JALAN AMAN, RAWANG",3.0071655+101.7560772,3.0071655,101.7560772,BUNGALOW,4800,135,650000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,26.74,31.63,58.98,60.23,1433,6000,913.07,4721.53,NA,NA,1,4,6,0,4,NA,NA,3
2015,RAWANG,2017,3/23/2017,Commercial,LAGUNA BIRU,JALAN TASIK BIRU 17,"JALAN TASIK BIRU 17, RAWANG",3.0583489+101.5731769,3.0583489,101.5731769,SHOP UNIT,1163,275,320000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,23.73,25.25,53.8,51.83,12000,6000,5000,12000,1633.43,NA,NA,NA,NA,0,0,NA,NA,
2021,RAWANG,2017,6/13/2017,Industrial,RAWANG GREATWAY INDUSTRIAL PARK, JALAN BJ 6,"JALAN BJ 6, RAWANG",3.4166067+101.5706889,3.4166067,101.5706889,TERRACE FACTORY,2497,120,300000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,49.49,38.6,105.97,80.63,2449.59,348.21,5000,6649.74,NA,NA,NA,2,NA,0,0,NA,NA,
2027,RAWANG,2017,3/14/2017,Residential,BANDAR TASIK PUTERI,JALAN 3/17,"JALAN 3/17, RAWANG",2.9945738+101.7624553,2.9945738,101.7624553,TERRACE HOUSE,1647,248,360000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,28.21,32.83,55.83,55.12,12000,564.65,705.82,12000,NA,NA,NA,NA,3,0,0,NA,NA,
2029,RAWANG,2017,2/3/17,Industrial,TAMAN VELOX RAWANG,JALAN VELOX 2,"JALAN VELOX 2, RAWANG",2.9637223+101.3934533,2.9637223,101.3934533,TERRACE FACTORY,2002,247,495000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,49.66,47.82,77.99,65.75,6802.74,480.01,5000,4012.09,NA,NA,NA,5,NA,20,0,NA,NA,2
2035,RAWANG,2017,2/22/2017,Residential,TAMAN BUKIT RAWANG PUTRA,JALAN BRP 10,"JALAN BRP 10, RAWANG",2.9646963+101.3910907,2.9646963,101.3910907,TOWN HOUSE,1071,261,280000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,50.24,49.15,78.56,67.08,1047.31,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,2
2041,RAWANG,2017,7/8/17,Industrial,TAMAN VELOX RAWANG,JALAN VELOX 2,"JALAN VELOX 2, RAWANG",2.9637223+101.3934533,2.9637223,101.3934533,TERRACE FACTORY,2002,275,550000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,49.66,47.82,77.99,65.75,6802.74,480.01,5000,4012.09,NA,NA,NA,5,NA,20,0,NA,NA,2
2042,RAWANG,2017,7/11/17,Industrial,KUNDANG INDUSTRIAL PARK,JALAN KPK 1/8,"JALAN KPK 1/8, RAWANG",2.9944065+101.7616269,2.9944065,101.7616269,TERRACE FACTORY,2605,365,950000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,28.09,32.45,55.71,54.73,12000,471.6,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2045,RAWANG,2017,7/26/2017,Industrial,KUNDANG INDUSTRIAL PARK,JALAN KPK 1/8,"JALAN KPK 1/8, RAWANG",2.9944065+101.7616269,2.9944065,101.7616269,TERRACE FACTORY,2605,269,700000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,28.09,32.45,55.71,54.73,12000,471.6,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2051,RAWANG,2017,3/3/17,Residential,TAMAN BUKIT RAWANG PUTRA,JALAN BRP 10,"JALAN BRP 10, RAWANG",2.9646963+101.3910907,2.9646963,101.3910907,TOWN HOUSE,1386,341,365000,NA,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,50.24,49.15,78.56,67.08,1047.31,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,2
2056,RAWANG,2017,5/15/2017,Residential,LAS PALMAS, JALAN DESA RIA,"JALAN DESA RIA, RAWANG",3.0358499+101.5790604,3.0358499,101.5790604,FLAT,0,108,70000,646,Selengor,162,Town,0.000431287,97382.84,120.25,601.128642,27.17,32.58,51.03,44.43,290.22,6000,5000,4947.93,NA,NA,15,7,NA,0,0,NA,NA,
2063,SELAYANG,2013,11/4/13,Commercial,ONE SELAYANG,JALAN OS 1/3,"JALAN OS 1/3, SELAYANG",3.357243+101.6181103,3.357243,101.6181103,SHOP UNIT,1399,558,780000,NA,NA,NA,NA,NA,NA,NA,NA,39.35,49.57,108.82,91.8,12000,389.06,5000,2121.27,1862.67,NA,NA,2,NA,0,0,1,NA,
2070,SELAYANG,2014,12/5/14,Residential,TAMAN JASA,JALAN JASA 1,"JALAN JASA 1, SELAYANG",3.3115549+101.5946074,3.3115549,101.5946074,BUNGALOW,4499,76,340000,NA,NA,NA,NA,NA,NA,NA,NA,29.98,31.62,92.83,77.23,12000,264.48,295.48,12000,NA,366.72,8,NA,7,0,0,NA,3,
2087,SELAYANG,2015,10/7/15,Residential,TAMAN JASA,JALAN JASA 4,"JALAN JASA 4, SELAYANG",3.0915313+101.632296,3.0915313,101.632296,BUNGALOW,4585,229,1050000,NA,NA,NA,NA,NA,NA,NA,NA,14.63,17.7,65.68,59.05,12000,6000,5000,788.95,1297.3,NA,NA,20,NA,0,20,NA,NA,
2093,SELAYANG,2015,7/9/15,Residential,TAMAN JASA,JALAN JASA 4,"JALAN JASA 4, SELAYANG",3.0915313+101.632296,3.0915313,101.632296,BUNGALOW,4499,149,670000,NA,NA,NA,NA,NA,NA,NA,NA,14.63,17.7,65.68,59.05,12000,6000,5000,788.95,1297.3,NA,NA,20,NA,0,20,NA,NA,
2109,SELAYANG,2016,8/4/16,Residential,TAMAN JASA,JALAN JASA 4,"JALAN JASA 4, SELAYANG",3.0915313+101.632296,3.0915313,101.632296,BUNGALOW,4499,178,800000,NA,NA,NA,NA,NA,NA,NA,NA,14.63,17.7,65.68,59.05,12000,6000,5000,788.95,1297.3,NA,NA,20,NA,0,20,NA,NA,
2154,SELAYANG,2017,4/21/2017,Residential,TAMAN JASA,JALAN JASA 1,"JALAN JASA 1, SELAYANG",3.3115549+101.5946074,3.3115549,101.5946074,BUNGALOW,4499,149,670000,NA,NA,NA,NA,NA,NA,NA,NA,29.98,31.62,92.83,77.23,12000,264.48,295.48,12000,NA,366.72,8,NA,7,0,0,NA,3,
2188,SEMENYIH,2015,4/27/2015,Residential,RIA,PANGSAPURI RIA,"PANGSAPURI RIA, SEMENYIH",3.0147059+101.5627407,3.0147059,101.5627407,FLAT,0,112,75000,667,Selengor,120,Town,9.86E-05,114316.9,114.35,952.6408333,31.79,35.23,50.4,47.53,12000,74.82,231.91,12000,NA,294.84,NA,NA,13,0,0,NA,4,
2193,SEMENYIH,2015,6/24/2015,Residential,RIA,PANGSAPURI RIA,"PANGSAPURI RIA, SEMENYIH",3.0147059+101.5627407,3.0147059,101.5627407,FLAT,0,99,66000,667,Selengor,120,Town,9.86E-05,114316.9,114.35,952.6408333,31.79,35.23,50.4,47.53,12000,74.82,231.91,12000,NA,294.84,NA,NA,13,0,0,NA,4,
2197,SEMENYIH,2015,10/29/2015,Commercial,TAMAN SEMENYIH SENTRAL,JALAN SEMENYIH SENTRAL 4,"JALAN SEMENYIH SENTRAL 4, SEMENYIH",2.8987867+101.7792616,2.8987867,101.7792616,OFFICE,861,134,115000,NA,Selengor,120,Town,9.86E-05,114316.9,114.35,952.6408333,45.38,42.95,39.6,44.88,361.93,281.14,5000,12000,NA,NA,1,NA,NA,20,0,NA,NA,
2208,SEMENYIH,2016,12/15/2016,Commercial,TAMAN TASIK SEMENYIH,JALAN TTS 2/1,"JALAN TTS 2/1, SEMENYIH",3.2808117+101.5049281,3.2808117,101.5049281,SHOPLOT,1539,143,450000,NA,Selengor,120,Town,9.86E-05,117999.3,116.18,983.3275,43.09,37.73,95.48,79.12,12000,295,5000,12000,NA,NA,NA,NA,NA,0,2,NA,NA,
2212,SEMENYIH,2016,3/18/2016,Residential,RIA,JALAN SEMENYIH INDAH 7,"JALAN SEMENYIH INDAH 7, SEMENYIH",2.9282521+101.8528208,2.9282521,101.8528208,FLAT,0,116,90000,774,Selengor,120,Town,9.86E-05,117999.3,116.18,983.3275,39.69,46.23,44.54,56.7,12000,164.51,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2253,SEMENYIH,2017,7/4/17,Residential,SETIA ECOHILL,JALAN ECOHILL 3/2B,"JALAN ECOHILL 3/2B, SEMENYIH",3.4166067+101.5706889,3.4166067,101.5706889,SEMI-D,2818,291,820000,NA,Selengor,120,Town,9.86E-05,121681.8,120.25,1014.015,49.49,38.6,105.97,80.63,12000,6000,5000,6649.74,NA,NA,NA,2,NA,0,0,NA,NA,8
2254,SEMENYIH,2017,5/17/2017,Residential,SETIA ECOHILL,JALAN ECOHILL 3/2B,"JALAN ECOHILL 3/2B, SEMENYIH",3.4166067+101.5706889,3.4166067,101.5706889,SEMI-D,2818,291,820000,NA,Selengor,120,Town,9.86E-05,121681.8,120.25,1014.015,49.49,38.6,105.97,80.63,12000,6000,5000,6649.74,NA,NA,NA,2,NA,0,0,NA,NA,8
2264,SEMENYIH,2017,5/31/2017,Residential,SETIA ECOHILL,JALAN ECOHILL 1/3C,"JALAN ECOHILL 1/3C, SEMENYIH",3.0488688+101.5269976,3.0488688,101.5269976,TERRACE HOUSE,1300,350,485000,NA,Selengor,120,Town,9.86E-05,121681.8,120.25,1014.015,28.98,31.63,59.55,53.07,12000,190.12,5000,858.69,NA,NA,NA,6,NA,0,16,2,NA,
2268,SEMENYIH,2017,1/26/2017,Residential,TAMAN SEMENYIH MEWAH, JALAN SEMENYIH MEWAH 18,"JALAN SEMENYIH MEWAH 18, SEMENYIH",3.257221+101.6737613,3.257221,101.6737613,TOWN HOUSE,1046,360,345000,958,Selengor,120,Town,9.86E-05,121681.8,120.25,1014.015,15.52,20.63,87.06,74.48,12000,156.32,641.26,12000,NA,NA,NA,NA,15,0,1,NA,NA,
2270,SEMENYIH,2017,1/26/2017,Residential,RIA,PANGSAPURI RIAJALAN SEMENYIH INDAH,"PANGSAPURI RIAJALAN SEMENYIH INDAH, SEMENYIH",3.1451136+101.5055688,3.1451136,101.5055688,FLAT,0,120,80000,667,Selengor,120,Town,9.86E-05,121681.8,120.25,1014.015,31.6,32.27,67.53,57.78,800.15,218.27,5000,12000,NA,NA,2,NA,NA,0,19,NA,NA,
2271,SEMENYIH,2017,4/18/2017,Residential,TAMAN SEMENYIH MEWAH,JALAN SEMENYIH MEWAH 18,"JALAN SEMENYIH MEWAH 18, SEMENYIH",3.257221+101.6737613,3.257221,101.6737613,TOWN HOUSE,1161,318,270000,848,Selengor,120,Town,9.86E-05,121681.8,120.25,1014.015,15.52,20.63,87.06,74.48,12000,156.32,641.26,12000,NA,NA,NA,NA,15,0,1,NA,NA,
2280,SERENDAH,2010,10/11/10,Commercial,BUKIT BERUNTUNG,JALAN TROMPET 5,"JALAN TROMPET 5, SERENDAH",3.0201186+101.7398667,3.0201186,101.7398667,OFFICE,899,22,20000,NA,Selengor,129,Town,0.00012995,27499.69,100,213.1758915,23.39,26.9,55.11,55.4,800.15,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2281,SERENDAH,2010,10/11/10,Commercial,TAMAN SERENDAH INDAH,JALAN TROMPET,"JALAN TROMPET, SERENDAH",3.071566+101.594534,3.071566,101.594534,OFFICE,899,17,15000,NA,Selengor,129,Town,0.00012995,27499.69,100,213.1758915,20.37,23.3,57.08,48.95,12000,383.48,5000,12000,NA,NA,NA,NA,NA,0,20,NA,NA,
